Order ID,Amount,Profit,Quantity,Category,Sub-Category,PaymentMode,State
B-25951,102,13,2,Clothing,Stole,Credit Card,Alaska
B-25855,98,12,2,Clothing,Hankerchief,Credit Card,Texas
B-26091,59,10,4,Clothing,Leggings,COD,Arizona
B-25954,189,60,4,Furniture,Furnishings,Debit Card,Kansas
B-25763,58,-52,3,Furniture,Chairs,COD,Vermont
B-25945,60,3,3,Clothing,Saree,UPI,Massachusetts
B-25740,58,-8,2,Clothing,Saree,COD,Rhode Island
B-25818,94,20,2,Furniture,Furnishings,UPI,Mississippi
B-25603,193,-166,3,Clothing,Saree,EMI,New Hampshire
B-25964,199,0,4,Clothing,Stole,EMI,Alaska
B-25930,202,89,9,Clothing,T-shirt,EMI,North Dakota
B-25930,58,17,2,Clothing,Hankerchief,COD,Connecticut
B-25879,57,-28,2,Clothing,Kurti,COD,Maine
B-25903,204,-94,4,Clothing,Hankerchief,EMI,North Carolina
B-25614,98,-12,2,Electronics,Electronic Games,Credit Card,New Jersey
B-25750,22,-12,3,Clothing,Stole,COD,Illinois
B-25852,97,17,2,Clothing,Stole,Credit Card,Alaska
B-26008,57,24,5,Clothing,Leggings,COD,Wyoming
B-26092,97,14,2,Clothing,T-shirt,Credit Card,Maine
B-25689,97,17,2,Clothing,Stole,Credit Card,North Dakota
B-25730,96,22,5,Clothing,Stole,Credit Card,Rhode Island
B-25885,94,27,2,Clothing,Shirt,Credit Card,Arizona
B-25999,26,-17,1,Clothing,Stole,COD,Connecticut
B-26011,93,44,2,Clothing,Stole,Credit Card,Vermont
B-25754,93,-65,4,Clothing,Stole,Credit Card,Hawaii
B-26030,92,5,6,Clothing,Hankerchief,Credit Card,Georgia
B-25851,57,27,2,Clothing,T-shirt,COD,Oklahoma
B-25870,57,7,3,Furniture,Furnishings,COD,Washington
B-26074,57,21,4,Clothing,Leggings,COD,Florida
B-25861,128,4,3,Clothing,Saree,COD,Louisiana
B-25797,89,-4,5,Clothing,Saree,Credit Card,Vermont
B-25993,221,26,7,Furniture,Furnishings,COD,California
B-25799,205,-119,3,Clothing,Saree,Debit Card,Wisconsin
B-25721,191,51,5,Clothing,Shirt,UPI,North Dakota
B-26056,206,18,4,Clothing,Hankerchief,Debit Card,Wisconsin
B-25743,56,0,4,Clothing,Hankerchief,COD,Illinois
B-25854,88,16,4,Clothing,Stole,Credit Card,Minnesota
B-25748,224,58,3,Electronics,Phones,UPI,Minnesota
B-25976,193,8,4,Clothing,T-shirt,UPI,Minnesota
B-25953,87,36,5,Clothing,Stole,Credit Card,Oklahoma
B-25996,189,4,1,Clothing,Saree,UPI,Utah
B-25717,55,-33,2,Furniture,Chairs,COD,New York
B-25865,85,-1,3,Clothing,Saree,Credit Card,Massachusetts
B-25959,252,56,2,Electronics,Phones,UPI,Arkansas
B-25855,197,73,1,Furniture,Bookcases,COD,Tennessee
B-25703,17,-3,2,Clothing,Stole,UPI,South Carolina
B-26049,100,28,2,Clothing,Hankerchief,UPI,Indiana
B-25755,80,-19,5,Clothing,Stole,UPI,North Dakota
B-26070,75,29,1,Clothing,Trousers,UPI,Georgia
B-25755,26,4,2,Clothing,Saree,UPI,Oregon
B-26047,55,12,5,Clothing,Skirt,COD,Louisiana
B-25604,157,5,9,Clothing,Saree,UPI,Nevada
B-25651,200,-60,4,Furniture,Bookcases,UPI,Colorado
B-25983,230,5,2,Clothing,Saree,UPI,Oklahoma
B-26056,213,-145,3,Furniture,Bookcases,Debit Card,California
B-25940,55,4,2,Clothing,Stole,COD,Indiana
B-25766,220,-19,2,Clothing,Saree,Debit Card,Delaware
B-25935,150,32,3,Clothing,Hankerchief,COD,Delaware
B-25970,203,84,2,Electronics,Printers,UPI,Kentucky
B-26053,93,31,3,Electronics,Accessories,UPI,Connecticut
B-25947,290,35,6,Clothing,Hankerchief,COD,Rhode Island
B-25856,48,6,1,Clothing,Saree,COD,Louisiana
B-26030,221,35,4,Electronics,Accessories,Debit Card,Delaware
B-26069,55,18,2,Clothing,Kurti,COD,Hawaii
B-25653,227,102,8,Electronics,Accessories,Debit Card,California
B-25627,55,-39,4,Clothing,Stole,COD,California
B-25947,207,33,2,Electronics,Accessories,UPI,New Mexico
B-25801,64,6,4,Clothing,Saree,COD,Connecticut
B-25964,89,6,5,Clothing,Saree,COD,Nevada
B-25950,54,27,2,Clothing,Stole,COD,Florida
B-25878,84,41,3,Clothing,T-shirt,Credit Card,Iowa
B-25773,209,-21,2,Electronics,Electronic Games,UPI,Alabama
B-26081,79,33,4,Clothing,Stole,UPI,Connecticut
B-26027,54,8,4,Clothing,T-shirt,COD,Oklahoma
B-25967,229,59,9,Clothing,Saree,Debit Card,Georgia
B-25901,158,38,3,Clothing,Hankerchief,UPI,Illinois
B-25951,248,105,2,Electronics,Phones,Debit Card,Connecticut
B-25853,199,6,2,Clothing,Saree,UPI,Texas
B-25923,253,-11,1,Clothing,Trousers,Debit Card,Delaware
B-25793,257,-252,4,Clothing,Saree,Debit Card,Wisconsin
B-26068,193,33,5,Electronics,Accessories,COD,Massachusetts
B-26080,109,35,6,Clothing,T-shirt,COD,Idaho
B-25843,214,30,3,Electronics,Accessories,COD,Florida
B-26002,141,7,7,Clothing,Saree,COD,Alaska
B-25993,201,32,4,Furniture,Furnishings,UPI,Vermont
B-26070,54,12,4,Clothing,Shirt,COD,New Jersey
B-25887,83,6,6,Clothing,Shirt,EMI,Ohio
B-25654,54,-3,3,Clothing,Saree,COD,Missouri
B-25898,53,5,3,Clothing,T-shirt,COD,Wisconsin
B-25664,258,-27,2,Electronics,Phones,Debit Card,Virginia
B-26012,199,8,2,Clothing,Saree,COD,North Dakota
B-25979,82,-27,3,Clothing,Kurti,EMI,Illinois
B-26054,139,36,3,Clothing,Stole,COD,West Virginia
B-25757,53,15,2,Clothing,Stole,COD,Maine
B-25623,53,1,4,Clothing,Stole,COD,Massachusetts
B-25824,101,38,2,Furniture,Furnishings,COD,Nevada
B-25754,262,215,2,Electronics,Printers,Debit Card,Delaware
B-25693,82,-39,5,Clothing,T-shirt,EMI,Nevada
B-25638,154,39,3,Clothing,Hankerchief,COD,Arkansas
B-25922,52,18,2,Clothing,Stole,COD,Washington
B-25919,1599,37,6,Electronics,Electronic Games,UPI,Utah
B-25989,338,41,7,Clothing,Hankerchief,UPI,Nevada
B-25999,51,-49,2,Electronics,Electronic Games,COD,New Mexico
B-25661,224,-81,3,Furniture,Chairs,COD,West Virginia
B-26099,207,37,4,Clothing,Hankerchief,COD,Wisconsin
B-25866,51,14,2,Clothing,Stole,COD,Utah
B-26098,82,8,3,Electronics,Accessories,EMI,Nevada
B-26062,50,-17,2,Clothing,Stole,COD,Florida
B-25761,263,-31,9,Electronics,Electronic Games,Debit Card,Minnesota
B-25843,50,7,6,Clothing,Skirt,COD,Wisconsin
B-25683,245,-3,4,Electronics,Phones,UPI,Louisiana
B-25959,82,24,6,Clothing,Hankerchief,EMI,West Virginia
B-25787,229,-41,8,Electronics,Accessories,COD,Connecticut
B-25951,50,14,1,Electronics,Electronic Games,COD,Alaska
B-26056,220,40,2,Electronics,Accessories,COD,Connecticut
B-25643,263,-63,2,Electronics,Electronic Games,Debit Card,Nebraska
B-26093,81,-41,5,Clothing,Leggings,EMI,Idaho
B-25775,50,-17,2,Clothing,Stole,COD,Wyoming
B-26093,49,5,4,Clothing,Hankerchief,COD,Montana
B-25851,237,47,9,Clothing,T-shirt,UPI,Texas
B-25685,264,-30,3,Furniture,Furnishings,Debit Card,Tennessee
B-25651,49,3,1,Clothing,Shirt,COD,Wisconsin
B-25793,63,-24,6,Clothing,Kurti,COD,Wisconsin
B-25708,81,-51,7,Clothing,Stole,EMI,Nebraska
B-25847,264,71,10,Furniture,Furnishings,Debit Card,Delaware
B-25954,48,11,2,Clothing,Shirt,COD,Utah
B-25997,48,15,1,Clothing,Hankerchief,COD,Virginia
B-25650,245,-78,2,Electronics,Printers,UPI,New York
B-25883,146,42,5,Clothing,Hankerchief,UPI,Alaska
B-25945,245,10,2,Furniture,Bookcases,COD,Kansas
B-25981,245,91,2,Furniture,Bookcases,UPI,Montana
B-25862,80,3,3,Clothing,Stole,EMI,Tennessee
B-25877,269,33,5,Furniture,Chairs,Debit Card,Wisconsin
B-26090,80,22,3,Clothing,Stole,EMI,Utah
B-26050,284,44,6,Clothing,Hankerchief,COD,Utah
B-26072,313,44,3,Electronics,Electronic Games,COD,Oregon
B-25916,80,-26,9,Clothing,Skirt,EMI,Delaware
B-25722,48,-8,8,Clothing,Stole,COD,Minnesota
B-25746,87,16,2,Clothing,Saree,UPI,Alabama
B-25753,47,-114,5,Furniture,Furnishings,COD,Montana
B-25956,140,28,2,Electronics,Phones,COD,Michigan
B-25996,47,1,2,Clothing,Stole,COD,North Dakota
B-25896,79,-2,2,Furniture,Furnishings,EMI,Virginia
B-25796,78,-64,7,Clothing,Stole,EMI,Idaho
B-25798,47,-3,2,Clothing,Stole,COD,Colorado
B-26043,185,48,4,Clothing,Stole,UPI,Minnesota
B-26028,77,36,2,Clothing,Shirt,EMI,Georgia
B-25812,259,47,5,Clothing,Hankerchief,UPI,Hawaii
B-25605,75,0,7,Clothing,Saree,EMI,Kansas
B-25702,75,0,3,Clothing,Shirt,EMI,Colorado
B-25940,46,0,4,Clothing,Leggings,COD,California
B-26087,46,13,3,Clothing,Hankerchief,COD,Kentucky
B-25955,200,13,5,Electronics,Phones,COD,Nevada
B-25626,46,-14,1,Electronics,Phones,COD,Florida
B-25811,126,52,4,Clothing,Hankerchief,UPI,Kentucky
B-25856,74,29,3,Clothing,Stole,EMI,Nevada
B-25628,45,13,4,Clothing,Skirt,COD,North Dakota
B-26016,74,9,3,Clothing,Shirt,UPI,Georgia
B-25999,129,11,2,Electronics,Phones,UPI,Mississippi
B-26043,122,50,7,Clothing,Stole,UPI,Florida
B-25743,74,-51,3,Clothing,Stole,UPI,Indiana
B-26014,278,39,5,Furniture,Chairs,Debit Card,New Hampshire
B-25876,282,14,4,Clothing,Trousers,Debit Card,Kansas
B-25785,45,0,2,Clothing,T-shirt,COD,Indiana
B-25810,45,6,3,Clothing,Shirt,COD,Hawaii
B-25833,45,16,3,Clothing,Stole,COD,Kentucky
B-25931,73,-36,3,Furniture,Chairs,UPI,Kentucky
B-25852,45,12,4,Clothing,Hankerchief,COD,Ohio
B-25738,72,-6,3,Clothing,Saree,UPI,Virginia
B-25921,71,-44,5,Electronics,Accessories,UPI,Oregon
B-25685,45,-2,4,Clothing,Shirt,COD,Nebraska
B-25996,286,140,6,Clothing,Shirt,Debit Card,South Carolina
B-25663,294,138,2,Electronics,Printers,Debit Card,North Carolina
B-25888,223,4,3,Electronics,Phones,COD,New Jersey
B-25677,20,-2,1,Electronics,Accessories,UPI,Oregon
B-26045,302,75,6,Furniture,Furnishings,Debit Card,Connecticut
B-26002,113,28,2,Clothing,Saree,UPI,Hawaii
B-25953,44,2,3,Clothing,Hankerchief,COD,Illinois
B-25617,305,-270,5,Electronics,Electronic Games,Debit Card,Georgia
B-25702,306,-147,3,Clothing,Saree,Debit Card,Vermont
B-25799,70,-64,5,Clothing,Stole,UPI,Connecticut
B-25985,44,11,4,Clothing,Stole,COD,Montana
B-25952,44,14,3,Clothing,Hankerchief,COD,Connecticut
B-25754,319,312,5,Clothing,Saree,Debit Card,Missouri
B-25770,287,-280,12,Furniture,Chairs,UPI,North Dakota
B-25954,44,10,3,Clothing,Stole,COD,Connecticut
B-25657,288,-180,4,Furniture,Chairs,COD,Louisiana
B-25801,49,-31,2,Clothing,Stole,COD,Michigan
B-26000,43,-10,4,Clothing,Skirt,COD,South Carolina
B-25897,43,5,3,Clothing,Stole,COD,Ohio
B-25681,68,-27,3,Electronics,Accessories,UPI,New Jersey
B-25852,320,144,1,Electronics,Printers,Debit Card,Maryland
B-26067,67,2,4,Clothing,T-shirt,UPI,Arizona
B-25601,66,-12,5,Clothing,Stole,UPI,Wisconsin
B-25804,321,26,3,Electronics,Printers,Debit Card,Michigan
B-25751,43,-5,2,Clothing,Saree,COD,New York
B-25630,114,-39,5,Clothing,Kurti,COD,Oklahoma
B-25899,43,17,1,Clothing,Saree,COD,Illinois
B-25751,43,21,3,Clothing,Shirt,COD,Minnesota
B-26081,637,50,5,Clothing,Saree,COD,Oklahoma
B-25851,300,42,2,Electronics,Printers,COD,Ohio
B-26036,341,44,7,Furniture,Furnishings,UPI,Missouri
B-25704,102,0,3,Electronics,Phones,COD,Mississippi
B-25761,328,-15,3,Electronics,Electronic Games,Debit Card,Nevada
B-25978,341,160,7,Clothing,Stole,Debit Card,Maryland
B-26077,62,11,7,Clothing,Hankerchief,UPI,Idaho
B-25981,42,13,3,Clothing,Leggings,COD,South Dakota
B-26043,62,28,5,Clothing,Hankerchief,UPI,Nebraska
B-25896,42,7,2,Clothing,Kurti,COD,Washington
B-25790,42,-3,1,Electronics,Electronic Games,COD,Alabama
B-25789,313,-13,5,Furniture,Bookcases,UPI,Colorado
B-26061,109,52,2,Clothing,Stole,UPI,Maine
B-25923,226,58,3,Electronics,Accessories,COD,Colorado
B-25868,62,-1,1,Electronics,Phones,UPI,Georgia
B-25777,61,-25,4,Electronics,Accessories,UPI,North Carolina
B-25999,222,74,5,Clothing,Hankerchief,COD,Kansas
B-25854,342,-154,7,Furniture,Furnishings,Debit Card,Kansas
B-25667,344,-34,3,Clothing,Saree,Debit Card,Vermont
B-25829,345,38,7,Clothing,Hankerchief,Debit Card,Illinois
B-25705,46,0,2,Electronics,Electronic Games,COD,Connecticut
B-25843,255,74,5,Clothing,Hankerchief,COD,Wyoming
B-25958,360,32,3,Clothing,Saree,UPI,California
B-25893,372,59,3,Electronics,Printers,UPI,Connecticut
B-25855,61,30,2,Clothing,Hankerchief,UPI,Washington
B-25616,42,12,5,Clothing,Hankerchief,COD,Michigan
B-25630,42,-26,2,Clothing,Kurti,COD,Vermont
B-25936,61,25,4,Clothing,Saree,UPI,Nevada
B-25830,41,11,6,Clothing,Hankerchief,COD,Michigan
B-25930,40,13,3,Clothing,T-shirt,COD,Utah
B-25808,59,21,2,Clothing,Stole,UPI,Michigan
B-25979,57,27,2,Clothing,Shirt,UPI,Louisiana
B-25687,17,6,1,Clothing,Stole,UPI,Minnesota
B-26087,40,10,2,Clothing,Stole,COD,Delaware
B-25764,349,-24,2,Clothing,Saree,Debit Card,Michigan
B-25782,335,-22,7,Furniture,Chairs,UPI,Mississippi
B-25854,40,16,3,Clothing,Hankerchief,COD,Maine
B-26085,40,17,2,Clothing,Stole,COD,Virginia
B-25630,40,-7,3,Clothing,Stole,COD,Michigan
B-25999,352,74,8,Clothing,Stole,Debit Card,Illinois
B-25648,55,-26,4,Clothing,Saree,UPI,Florida
B-25952,352,18,5,Clothing,Trousers,Debit Card,Montana
B-25710,53,-18,4,Clothing,T-shirt,UPI,Montana
B-25685,51,7,2,Furniture,Furnishings,UPI,North Carolina
B-25740,40,-37,3,Clothing,Stole,COD,Alabama
B-25973,39,14,5,Clothing,Leggings,COD,Arizona
B-25769,355,-4,2,Clothing,Saree,Debit Card,Georgia
B-25687,357,139,2,Clothing,Saree,Debit Card,Oklahoma
B-25603,38,18,1,Clothing,Kurti,COD,California
B-26050,38,9,2,Clothing,Stole,COD,Maryland
B-25748,141,10,4,Clothing,Shirt,UPI,New Hampshire
B-25833,36,4,9,Clothing,Hankerchief,COD,Ohio
B-25930,351,-94,5,Electronics,Electronic Games,COD,New York
B-26035,369,15,3,Electronics,Electronic Games,Debit Card,Washington
B-25851,53,24,6,Clothing,Hankerchief,EMI,Mississippi
B-25718,371,115,1,Furniture,Bookcases,Debit Card,Alabama
B-25898,499,33,4,Clothing,Saree,COD,Washington
B-25893,223,62,7,Clothing,Shirt,COD,Alabama
B-25983,50,-4,6,Clothing,T-shirt,EMI,Connecticut
B-26056,391,90,6,Electronics,Phones,Debit Card,Nevada
B-25715,416,137,3,Electronics,Phones,Debit Card,Pennsylvania
B-25702,424,-17,9,Furniture,Chairs,Debit Card,Wisconsin
B-25618,362,127,1,Furniture,Bookcases,COD,Massachusetts
B-25643,36,-7,1,Electronics,Electronic Games,COD,Tennessee
B-25961,34,-10,3,Clothing,Skirt,COD,Alaska
B-25873,367,73,3,Electronics,Electronic Games,UPI,Idaho
B-26053,425,208,7,Clothing,Saree,Debit Card,Mississippi
B-25683,433,26,3,Electronics,Printers,Debit Card,Indiana
B-25718,460,31,3,Furniture,Bookcases,Debit Card,New Mexico
B-25753,62,-56,5,Clothing,Kurti,COD,Missouri
B-25852,50,16,1,Clothing,Stole,EMI,Virginia
B-25914,460,-143,3,Furniture,Chairs,Debit Card,Vermont
B-26083,34,3,3,Clothing,Saree,COD,Arizona
B-25857,227,59,2,Furniture,Furnishings,UPI,Colorado
B-25939,469,33,4,Electronics,Electronic Games,Debit Card,Utah
B-25851,103,46,2,Clothing,Saree,UPI,Florida
B-25699,34,-13,5,Clothing,Leggings,COD,Arkansas
B-26078,137,63,3,Clothing,Stole,COD,New Jersey
B-26075,34,12,2,Clothing,Stole,COD,West Virginia
B-25956,474,56,4,Electronics,Phones,Debit Card,Indiana
B-25861,50,3,2,Clothing,Stole,EMI,Wisconsin
B-25777,69,-67,4,Clothing,Kurti,UPI,Arizona
B-25634,389,-83,3,Furniture,Chairs,UPI,Hawaii
B-25753,77,-43,8,Clothing,Stole,COD,Wisconsin
B-25687,51,21,3,Clothing,T-shirt,COD,Illinois
B-25885,394,146,2,Furniture,Bookcases,UPI,Louisiana
B-25767,48,-22,2,Clothing,Saree,EMI,Alabama
B-25961,34,-12,5,Clothing,Leggings,COD,Colorado
B-25923,484,28,3,Electronics,Printers,Debit Card,Mississippi
B-25799,47,-27,4,Clothing,Saree,EMI,Wisconsin
B-25955,45,8,4,Clothing,Skirt,EMI,Colorado
B-26015,128,55,1,Clothing,Saree,COD,Montana
B-26051,669,74,5,Furniture,Bookcases,COD,Connecticut
B-25822,34,13,2,Clothing,Saree,COD,Georgia
B-25989,44,14,3,Clothing,Hankerchief,Credit Card,Texas
B-25910,33,1,2,Clothing,Shirt,COD,New Jersey
B-25956,33,10,3,Clothing,Hankerchief,COD,Montana
B-25986,487,-23,3,Electronics,Printers,Debit Card,South Carolina
B-26098,497,179,3,Furniture,Chairs,Debit Card,Wyoming
B-26061,508,203,2,Electronics,Accessories,Debit Card,Virginia
B-25954,524,-25,2,Electronics,Electronic Games,Debit Card,West Virginia
B-26034,425,183,5,Electronics,Accessories,UPI,Vermont
B-25909,168,56,3,Clothing,Saree,COD,Iowa
B-25692,141,28,7,Furniture,Furnishings,UPI,Texas
B-25959,429,17,3,Furniture,Chairs,UPI,Ohio
B-25745,44,-8,3,Clothing,Stole,Credit Card,Arkansas
B-25689,149,136,3,Clothing,Stole,UPI,Arizona
B-25786,44,-34,3,Clothing,Stole,Credit Card,Tennessee
B-25897,33,10,3,Clothing,Hankerchief,COD,South Carolina
B-26056,33,9,2,Clothing,Hankerchief,COD,Delaware
B-25855,442,31,2,Electronics,Electronic Games,UPI,Oregon
B-25667,41,6,5,Clothing,Skirt,Credit Card,North Carolina
B-25701,33,-12,5,Clothing,Hankerchief,COD,Maine
B-26046,32,3,8,Clothing,Hankerchief,COD,Michigan
B-25676,32,6,3,Clothing,Shirt,COD,Idaho
B-26045,179,77,1,Clothing,Saree,UPI,Missouri
B-25889,31,10,1,Clothing,Kurti,COD,Wisconsin
B-25900,140,68,5,Clothing,T-shirt,COD,Kentucky
B-25685,529,137,3,Electronics,Phones,Debit Card,Maine
B-25622,534,0,3,Clothing,Saree,Debit Card,Delaware
B-25709,41,-6,1,Furniture,Chairs,Credit Card,Iowa
B-25798,379,63,2,Clothing,Saree,COD,Oregon
B-25933,81,-44,3,Clothing,Stole,COD,Delaware
B-25793,40,-33,5,Clothing,Hankerchief,Credit Card,Arizona
B-25951,40,18,1,Electronics,Accessories,Credit Card,Mississippi
B-25656,534,0,3,Clothing,Saree,Debit Card,Maine
B-26056,31,9,2,Clothing,Hankerchief,COD,Maine
B-25870,473,-113,9,Clothing,Hankerchief,UPI,Kansas
B-25690,31,-10,3,Clothing,Skirt,COD,West Virginia
B-25702,31,-3,4,Clothing,Saree,COD,New Jersey
B-25752,91,15,6,Clothing,T-shirt,UPI,South Dakota
B-25781,30,-25,2,Clothing,T-shirt,COD,New York
B-26038,30,6,1,Clothing,T-shirt,COD,Alabama
B-25761,40,0,3,Clothing,Saree,Credit Card,Minnesota
B-25751,534,5,2,Electronics,Electronic Games,Debit Card,Oklahoma
B-25750,539,-146,7,Furniture,Furnishings,Debit Card,Arkansas
B-25726,490,-128,8,Furniture,Bookcases,UPI,Hawaii
B-26048,163,81,2,Electronics,Accessories,COD,Georgia
B-26051,184,85,6,Clothing,T-shirt,UPI,Louisiana
B-25614,494,54,4,Furniture,Bookcases,COD,Kansas
B-25907,30,11,5,Clothing,Hankerchief,COD,Kentucky
B-25789,30,0,1,Clothing,Kurti,COD,Connecticut
B-26097,39,-18,2,Clothing,Leggings,Credit Card,New Jersey
B-25902,1700,85,3,Clothing,Trousers,COD,North Dakota
B-25657,332,-43,6,Electronics,Phones,UPI,Nebraska
B-25854,436,131,9,Clothing,Hankerchief,UPI,Louisiana
B-25610,30,-5,2,Furniture,Furnishings,COD,Massachusetts
B-25733,30,-10,2,Clothing,Stole,COD,Idaho
B-25798,38,-13,3,Clothing,Stole,Credit Card,South Carolina
B-25803,511,194,3,Furniture,Chairs,UPI,North Carolina
B-25755,37,-53,3,Clothing,Saree,Credit Card,Delaware
B-25850,513,215,2,Electronics,Accessories,COD,Delaware
B-25667,516,69,4,Furniture,Bookcases,UPI,Kentucky
B-25796,559,-19,2,Clothing,Trousers,Debit Card,Alaska
B-26013,29,-10,3,Clothing,Skirt,COD,Maryland
B-25683,148,52,5,Clothing,Stole,UPI,Indiana
B-26054,559,-174,2,Electronics,Electronic Games,Debit Card,Illinois
B-26010,527,26,3,Electronics,Electronic Games,COD,California
B-25979,560,44,3,Clothing,Saree,Debit Card,Idaho
B-25973,571,108,12,Clothing,Stole,Debit Card,New Hampshire
B-25975,29,2,3,Clothing,Skirt,COD,Arkansas
B-26010,29,3,2,Clothing,Stole,COD,Mississippi
B-25767,29,-3,3,Clothing,Saree,COD,South Dakota
B-25815,35,14,2,Clothing,Stole,Credit Card,Wisconsin
B-25853,579,139,3,Electronics,Printers,Debit Card,Florida
B-25756,29,-24,4,Clothing,Leggings,COD,Nevada
B-25755,593,213,4,Furniture,Bookcases,Debit Card,Arkansas
B-25996,217,72,2,Furniture,Furnishings,COD,Montana
B-25619,353,90,8,Clothing,Saree,COD,New Jersey
B-26050,382,92,2,Electronics,Printers,COD,Arizona
B-26000,597,93,4,Furniture,Chairs,Debit Card,Minnesota
B-26058,212,97,7,Clothing,Hankerchief,COD,Iowa
B-25856,689,90,5,Clothing,Saree,COD,Florida
B-26044,28,-10,3,Clothing,Skirt,COD,Kentucky
B-25654,34,12,3,Clothing,Hankerchief,Credit Card,Georgia
B-26051,600,-102,5,Electronics,Electronic Games,Debit Card,Washington
B-25636,637,113,5,Clothing,Saree,UPI,West Virginia
B-25710,616,-69,7,Furniture,Furnishings,Debit Card,Virginia
B-25656,624,37,2,Electronics,Electronic Games,Debit Card,North Dakota
B-25919,28,4,1,Clothing,T-shirt,COD,Texas
B-25781,584,-444,7,Electronics,Printers,UPI,Michigan
B-25899,28,6,4,Clothing,Skirt,COD,Wyoming
B-26093,33,-1,1,Clothing,Saree,Credit Card,Colorado
B-25753,27,-20,2,Clothing,Hankerchief,COD,North Carolina
B-25858,27,5,2,Clothing,Skirt,COD,Maryland
B-25762,27,4,3,Clothing,Skirt,COD,Wisconsin
B-25625,635,-349,5,Clothing,Saree,Debit Card,South Dakota
B-25857,598,166,4,Furniture,Bookcases,UPI,Iowa
B-25919,636,-204,2,Electronics,Printers,Debit Card,Connecticut
B-25864,27,9,2,Clothing,Hankerchief,COD,Minnesota
B-25698,27,-6,4,Clothing,Hankerchief,COD,New Jersey
B-25959,637,212,8,Electronics,Phones,Debit Card,Wyoming
B-26073,290,110,9,Clothing,Stole,UPI,Florida
B-25649,27,-25,2,Clothing,Stole,COD,Oregon
B-25806,632,-114,4,Furniture,Tables,UPI,New Hampshire
B-25756,643,-45,2,Electronics,Printers,Debit Card,New York
B-26003,652,13,6,Furniture,Furnishings,Debit Card,South Dakota
B-25752,33,-27,1,Furniture,Chairs,Credit Card,Minnesota
B-25783,26,2,2,Clothing,Hankerchief,COD,Michigan
B-25802,633,-633,11,Electronics,Accessories,UPI,Alaska
B-25881,26,9,2,Clothing,Leggings,COD,Maryland
B-25898,191,93,4,Clothing,Shirt,UPI,Nevada
B-25696,887,80,3,Electronics,Printers,UPI,New Hampshire
B-25826,637,261,2,Electronics,Printers,COD,New Mexico
B-25745,670,15,5,Furniture,Bookcases,Debit Card,Vermont
B-25943,26,7,4,Clothing,Hankerchief,COD,New Hampshire
B-26051,676,195,5,Furniture,Bookcases,Debit Card,Kentucky
B-25624,26,12,3,Clothing,Hankerchief,COD,Arkansas
B-25723,26,-24,1,Clothing,Stole,COD,Illinois
B-26052,25,7,2,Clothing,Stole,COD,Louisiana
B-25603,24,-30,1,Furniture,Chairs,COD,Louisiana
B-25983,32,-12,1,Furniture,Chairs,Credit Card,Indiana
B-25650,31,-2,2,Clothing,Saree,Credit Card,Pennsylvania
B-25656,651,169,5,Electronics,Printers,COD,Illinois
B-26018,326,107,3,Furniture,Furnishings,UPI,Utah
B-25783,30,-6,2,Clothing,Hankerchief,UPI,Alabama
B-25951,30,5,2,Clothing,Kurti,UPI,Wisconsin
B-25974,662,240,2,Furniture,Bookcases,COD,California
B-25754,30,-23,2,Clothing,Saree,UPI,Alabama
B-26073,29,9,3,Clothing,Saree,UPI,New Mexico
B-25796,28,1,1,Electronics,Accessories,UPI,New Mexico
B-25653,28,-3,2,Clothing,Saree,UPI,Iowa
B-25884,24,2,4,Clothing,Hankerchief,COD,New Mexico
B-25650,28,-26,2,Clothing,Stole,UPI,Alaska
B-26045,27,5,1,Clothing,Stole,UPI,Kansas
B-25672,27,-15,1,Clothing,Stole,UPI,South Carolina
B-25949,24,11,3,Clothing,Hankerchief,COD,Kansas
B-25733,23,-6,4,Clothing,Hankerchief,COD,California
B-25697,322,193,5,Electronics,Printers,COD,Massachusetts
B-25893,688,-103,6,Electronics,Accessories,Debit Card,Minnesota
B-25802,23,-3,1,Clothing,Shirt,COD,Oregon
B-25961,26,3,3,Clothing,Skirt,UPI,Missouri
B-25751,68,-56,2,Electronics,Phones,COD,South Dakota
B-25814,462,169,4,Clothing,Saree,COD,Oklahoma
B-25702,941,203,3,Furniture,Tables,UPI,Arizona
B-25896,23,4,2,Clothing,Skirt,COD,Rhode Island
B-25969,720,43,2,Electronics,Printers,UPI,North Carolina
B-25778,724,-447,4,Electronics,Electronic Games,UPI,North Dakota
B-25859,724,253,2,Furniture,Bookcases,UPI,Minnesota
B-25810,26,10,4,Clothing,Hankerchief,UPI,Florida
B-25616,22,-2,3,Clothing,Hankerchief,COD,Florida
B-25633,711,-8,4,Clothing,Saree,Debit Card,Washington
B-25753,107,31,5,Clothing,T-shirt,COD,Maine
B-25764,765,-153,2,Electronics,Phones,Debit Card,North Carolina
B-25864,22,8,2,Clothing,Leggings,COD,Texas
B-25725,26,-5,2,Clothing,Stole,UPI,Rhode Island
B-25858,22,8,3,Clothing,Hankerchief,COD,Vermont
B-25817,743,89,5,Electronics,Printers,UPI,Louisiana
B-25703,22,-15,4,Clothing,Kurti,COD,Mississippi
B-25610,781,594,6,Electronics,Printers,Debit Card,Connecticut
B-25652,25,-2,5,Clothing,Hankerchief,UPI,New Jersey
B-25891,25,2,2,Clothing,Hankerchief,UPI,New Hampshire
B-25764,119,43,5,Clothing,T-shirt,COD,Nevada
